Rew_NoInv;localization_time;localization_real_continous_average_value;localization_target_value;localization_real_continuous_average_diff_with_server_mean_abs;localization_target_diff_with_real_continuous_average;temperature_time;temperature_real_continous_average_value;temperature_target_value;temperature_real_continuous_average_diff_with_server_mean_abs;temperature_target_diff_with_real_continuous_average;low_temperature_target_value;low_temperature_target_diff_with_real_continuous_average;real_queue_time;real_queue_queue_server_arrival_mean;real_queue_target_value;real_queue_real_continuous_average_diff_with_server_mean_abs;penalty_time;penalty_real_time_average_value;end_localization_arrival;end_localization_departure;end_temperature_arrival;end_temperature_departure;end_real_queue_arrival;end_real_queue_departure;Rew_Inv;localization_time;localization_real_continous_average_value;localization_target_value;localization_real_continuous_average_diff_with_server_mean_abs;localization_target_diff_with_real_continuous_average;temperature_time;temperature_real_continous_average_value;temperature_target_value;temperature_real_continuous_average_diff_with_server_mean_abs;temperature_target_diff_with_real_continuous_average;low_temperature_target_value;low_temperature_target_diff_with_real_continuous_average;real_queue_time;real_queue_queue_server_arrival_mean;real_queue_target_value;real_queue_real_continuous_average_diff_with_server_mean_abs;penalty_time;penalty_real_time_average_value;end_localization_arrival;end_localization_departure;end_temperature_arrival;end_temperature_departure;end_real_queue_arrival;end_real_queue_departure
;0.04601120948791504;18.102476119995117;10.0;18.102476119995117;-8.102476119995117;2.0595040321350098;39.433990478515625;40.0;21.479978561401367;0.566009521484375;0.0;-39.421630859375;0.1579742431640625;1.0526316165924072;99.08735656738281;0.0;2.059962749481201;0.0;3.2588424682617188;3.499060869216919;14.00147819519043;13.995795249938965;31.989320755004883;58.842926025390625;;0.8283452987670898;17.45954132080078;10.0;17.45954132080078;-7.459541320800781;0.8295848369598389;36.668426513671875;40.0;36.668426513671875;3.331573486328125;0.0;-36.7828369140625;0.012897014617919922;0.7272727489471436;73.87863159179688;0.0;0.8328874111175537;0.0;10.084325790405273;9.977795600891113;39.9957160949707;39.909912109375;31.985347747802734;42.37918472290039
;2.054661512374878;16.194429397583008;10.0;11.376110076904297;-6.194429397583008;4.073580265045166;43.83223342895508;40.0;18.43677520751953;-3.832233428955078;0.0;-43.82798767089844;0.20824170112609863;1.0256410837173462;98.48484802246094;0.0;4.075127840042114;0.0;;;;;;;;2.8495311737060547;16.037492752075195;10.0;6.052197456359863;-6.037492752075195;2.854544162750244;40.751949310302734;40.0;11.606670379638672;-0.7519493103027344;0.0;-40.78649139404297;0.05057501792907715;0.9230769276618958;74.2574234008789;0.0;2.8561201095581055;0.0;;;;;;
;4.070431232452393;15.735201835632324;10.0;9.771869659423828;-5.735201835632324;4.592607259750366;44.368995666503906;40.0;20.327821731567383;-4.368995666503906;0.0;-44.35346984863281;0.2584083080291748;1.0;97.91921997070312;0.0;4.598633050918579;0.34792643785476685;;;;;;;;3.3744618892669678;15.526841163635254;10.0;5.270404815673828;-5.526841163635254;3.378535270690918;41.37782669067383;40.0;10.096038818359375;-1.3778266906738281;0.0;-41.4141731262207;0.10087156295776367;0.8571428656578064;79.25408172607422;0.0;3.3803064823150635;0.5107398629188538;;;;;;
;4.589766025543213;15.40911865234375;10.0;9.832133293151855;-5.40911865234375;5.613677978515625;44.91499710083008;40.0;23.815303802490234;-4.914997100830078;0.0;-44.90717697143555;0.30812907218933105;1.047619104385376;97.38717651367188;0.0;5.617502450942993;0.5910857319831848;;;;;;;;4.39573860168457;12.622679710388184;10.0;4.188938140869141;-2.6226797103881836;4.398951768875122;41.518699645996094;40.0;7.985782623291016;-1.5186996459960938;0.0;-41.55793380737305;0.15081262588500977;0.800000011920929;79.29515075683594;0.0;4.400029420852661;0.6078409552574158;;;;;;
;5.612936973571777;15.338932991027832;10.0;10.475597381591797;-5.338932991027832;7.6330246925354;46.68523025512695;40.0;29.845539093017578;-6.685230255126953;0.0;-46.681880950927734;0.3580923080444336;1.0232558250427246;99.19261932373047;0.0;7.6342127323150635;0.4553811848163605;;;;;;;;6.413917064666748;13.27025318145752;10.0;2.994661331176758;-3.2702531814575195;6.417281866073608;43.17245864868164;40.0;5.667472839355469;-3.1724586486816406;0.0;-43.20159912109375;0.20083355903625488;0.9411764740943909;79.33193969726562;0.0;6.418360471725464;0.7190255522727966;;;;;;
;7.629574537277222;15.26175308227539;10.0;11.413397789001465;-5.261753082275391;9.650246620178223;48.46249008178711;40.0;34.25386047363281;-8.46249008178711;0.0;-48.45537185668945;0.4081439971923828;1.0666667222976685;98.65470886230469;0.0;9.65323281288147;0.37026819586753845;;;;;;;;8.432780265808105;13.654873847961426;10.0;2.328329086303711;-3.654873847961426;8.43651819229126;45.49063491821289;40.0;4.394283294677734;-5.490634918212891;0.0;-45.51249313354492;0.250598669052124;0.8888888955116272;79.36508178710938;0.0;8.437843322753906;0.5572100877761841;;;;;;
;9.646914005279541;15.2123384475708;10.0;12.001633644104004;-5.212338447570801;11.675252199172974;49.95541000366211;40.0;37.54121017456055;-9.95541000366211;0.0;-49.951744079589844;0.45778989791870117;1.04347825050354;98.14612579345703;0.0;11.677319049835205;0.31184273958206177;;;;;;;;10.461984395980835;13.890888214111328;10.0;1.9046297073364258;-3.890888214111328;10.46527910232544;47.5086669921875;40.0;3.589061737060547;-7.5086669921875;0.0;-47.52573013305664;0.30068421363830566;1.0;83.1758041381836;0.0;10.46729326248169;0.4544312357902527;;;;;;
;11.66966438293457;15.174471855163574;10.0;12.402971267700195;-5.174471855163574;12.185729026794434;50.167198181152344;40.0;37.79847717285156;-10.167198181152344;0.0;-50.16985321044922;0.5080535411834717;1.021276593208313;97.66454315185547;0.0;12.186392307281494;0.4499019980430603;;;;;;;;12.480797290802002;14.06838321685791;10.0;1.6104984283447266;-4.06838321685791;12.485179424285889;49.21324157714844;40.0;3.0302772521972656;-9.213241577148438;0.0;-49.22716522216797;0.3508472442626953;0.9523809552192688;83.0324935913086;0.0;12.489860534667969;0.3838675916194916;;;;;;
;12.184365510940552;15.062736511230469;10.0;12.335344314575195;-5.062736511230469;12.70365047454834;50.024139404296875;40.0;37.75594711303711;-10.024139404296875;0.0;-50.02090072631836;0.5585334300994873;1.0612244606018066;99.27611541748047;0.0;12.704634666442871;0.4330764710903168;;;;;;;;13.006122827529907;13.993531227111816;10.0;1.5489015579223633;-3.9935312271118164;13.007497310638428;49.42830276489258;40.0;2.9149017333984375;-9.428302764892578;0.0;-49.44395446777344;0.4009559154510498;0.9090909361839294;82.90155792236328;0.0;13.01119089126587;0.5167317390441895;;;;;;
;12.697726488113403;14.946695327758789;10.0;12.259466171264648;-4.946695327758789;13.219698429107666;49.67414093017578;40.0;37.55133056640625;-9.674140930175781;0.0;-49.67170715332031;0.6083359718322754;1.0399999618530273;98.79032135009766;0.0;13.222920894622803;0.41746556758880615;;;;;;;;13.525314807891846;13.921576499938965;10.0;1.4916057586669922;-3.921576499938965;13.52661943435669;49.335453033447266;40.0;2.803913116455078;-9.335453033447266;0.0;-49.350650787353516;0.45087242126464844;1.0;82.78145599365234;0.0;13.530502080917358;0.49765968322753906;;;;;;
